seller_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom
OWNER,1,BHK,Apartment,Alandi,"8,000",850,Unfurnished,1 bathrooms
AGENT,4,BHK,Apartment,Gahunje,"50,000",2500,Unfurnished,4 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"7,000",700,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Hinjewadi,"13,500",678,Semi-Furnished,1 bathrooms
AGENT,2,BHK,Apartment,Hinjewadi,"14,000",780,Unfurnished,2 bathrooms
OWNER,1,BHK,Apartment,Wadgaon Sheri,"11,000",550,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Manjari Budruk,"6,800",550,Unfurnished,1 bathrooms
OWNER,2,BHK,Apartment,Baner,"17,000",891,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Hadapsar,"16,000",820,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Apartment,Lohegaon,"14,500",1186,Unfurnished,2 bathrooms
OWNER,2,BHK,Apartment,Hadapsar,"18,000",1060,Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Baner,"17,500",1050,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Sopan Baug,"35,000",1500,Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Wagholi,"16,500",1080,Semi-Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Wagholi,"16,500",1080,Semi-Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Wagholi,"16,000",1080,Semi-Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Wagholi,"16,500",1080,Semi-Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Wagholi,"16,500",1085,Semi-Furnished,3 bathrooms
OWNER,1,RK,Studio Apartment,Kothrud,"8,000",250,Furnished,1 bathrooms
OWNER,1,BHK,Apartment,Nigdi,"12,000",1000,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Apartment,Nigdi,"12,000",1000,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Apartment,Pimple Saudagar,"17,000",925,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Apartment,Nigdi,"12,000",1000,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Apartment,Hinjewadi,"13,500",900,Furnished,3 bathrooms
OWNER,2,BHK,Apartment,Pimple Saudagar,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Pimple Saudagar,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Pimple Saudagar,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Pimple Saudagar,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Pimple Saudagar,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Pimple Saudagar,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Pimple Saudagar,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,1,RK,Studio Apartment,Katraj,"2,000",200,Furnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Dhanori,"3,500",200,Furnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Dhanori,"3,500",200,Furnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Dhanori,"3,500",200,Furnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Dhanori,"3,500",200,Furnished,1 bathrooms
OWNER,3,BHK,Apartment,Chakan,"9,500",1278,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Pimple Nilakh,"18,000",950,Semi-Furnished,
OWNER,2,BHK,Independent Floor,Pimple Nilakh,"14,650",950,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Pimple Nilakh,"14,650",950,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Pimple Nilakh,"15,650",950,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Pimple Nilakh,"15,650",950,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Pimple Nilakh,"18,000",950,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Pimple Nilakh,"18,000",950,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Independent Floor,Wagholi,"6,500",750,Unfurnished,1 bathrooms
OWNER,2,BHK,Villa,Viman Nagar,"45,000",1200,Furnished,3 bathrooms
OWNER,2,BHK,Villa,Viman Nagar,"45,000",1200,Furnished,3 bathrooms
OWNER,2,BHK,Villa,Viman Nagar,"45,000",1200,Furnished,3 bathrooms
OWNER,2,BHK,Apartment,Wakad,"18,500",916,Unfurnished,2 bathrooms
OWNER,3,BHK,Apartment,Chakan,"9,500",1270,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Kharadi,"35,000",1275,Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Chakan,"9,500",1270,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Kharadi,"35,000",1275,Furnished,3 bathrooms
OWNER,2,BHK,Apartment,Wakad,"18,500",916,Unfurnished,2 bathrooms
OWNER,3,BHK,Apartment,Chakan,"9,500",1270,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Kharadi,"35,000",1275,Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Chakan,"9,500",1270,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Kharadi,"35,000",1275,Furnished,3 bathrooms
OWNER,1,RK,Studio Apartment,Chinchwad,"8,000",315,Semi-Furnished,1 bathrooms
OWNER,3,BHK,Apartment,Chakan,"9,500",1270,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Wakad,"18,500",916,Unfurnished,2 bathrooms
OWNER,3,BHK,Apartment,Chakan,"9,500",1270,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Wakad,"18,500",916,Unfurnished,2 bathrooms
OWNER,3,BHK,Apartment,Chakan,"9,500",1270,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Kharadi,"35,000",1275,Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Kharadi,"35,000",1275,Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Chakan,"9,500",1270,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Kharadi,"35,000",1275,Furnished,3 bathrooms
OWNER,2,BHK,Apartment,Wakad,"17,000",1000,Unfurnished,2 bathrooms
OWNER,1,BHK,Apartment,Wagholi,"7,500",520,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Apartment,Wagholi,"7,500",540,Semi-Furnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Mundhwa,"4,000",350,Unfurnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Mundhwa,"4,000",350,Unfurnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Mundhwa,"4,000",350,Unfurnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Mundhwa,"4,000",350,Unfurnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Mundhwa,"4,000",350,Unfurnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Mundhwa,"4,000",350,Unfurnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Mundhwa,"4,000",350,Unfurnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Mundhwa,"4,000",350,Unfurnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Mundhwa,"4,000",350,Unfurnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Mundhwa,"4,000",350,Unfurnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Mundhwa,"4,000",350,Unfurnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Mundhwa,"4,000",350,Unfurnished,1 bathrooms
OWNER,2,BHK,Apartment,Wakad,"18,500",1026,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Wakad,"18,500",1026,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Apartment,Pimple Gurav,"9,500",650,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Pimple Gurav,"9,500",650,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chinchwad,"10,000",700,Semi-Furnished,
OWNER,2,BHK,Apartment,Undri,"10,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Undri,"10,000",900,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Independent House,Wakad,"16,500",630,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Independent House,Wakad,"16,500",630,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Independent House,Wakad,"16,500",630,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Independent House,Wakad,"16,500",630,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Independent House,Wakad,"16,500",630,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Independent House,Wakad,"16,500",630,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Apartment,Wakad,"16,500",630,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Apartment,Hinjewadi,"13,500",950,Furnished,3 bathrooms
OWNER,2,BHK,Apartment,Wagholi,"20,000",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Wagholi,"20,000",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Wagholi,"20,000",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Wagholi,"20,000",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Wagholi,"20,000",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Wagholi,"20,000",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Wagholi,"20,000",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Wagholi,"20,000",1100,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Apartment,Hadapsar,"6,000",550,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,500",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Chikhali,"8,000",573,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Bhawani Peth,"11,000",600,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Apartment,Anand Nagar,"9,000",620,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Wagholi,"7,500",550,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Apartment,Wagholi,"7,500",550,Semi-Furnished,1 bathrooms
AGENT,3,BHK,Apartment,Bavdhan,"22,000",1532,Unfurnished,3 bathrooms
AGENT,2,BHK,Apartment,Bavdhan,"15,000",1100,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Siddharth nagar,"16,000",1015,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Wakad,"31,000",900,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Wakad,"31,000",900,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Wakad,"31,000",900,Furnished,2 bathrooms
OWNER,1,BHK,Apartment,Hinjewadi,"9,000",500,Unfurnished,2 bathrooms
OWNER,2,BHK,Apartment,Manjari Budruk,"10,000",900,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,4,BHK,Apartment,Gahunje,"50,000",2500,Unfurnished,4 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,4,BHK,Apartment,Gahunje,"50,000",2500,Unfurnished,4 bathrooms
AGENT,4,BHK,Apartment,Gahunje,"50,000",2500,Unfurnished,4 bathrooms
AGENT,4,BHK,Apartment,Gahunje,"50,000",2500,Unfurnished,4 bathrooms
AGENT,4,BHK,Apartment,Gahunje,"50,000",2500,Unfurnished,4 bathrooms
AGENT,4,BHK,Apartment,Gahunje,"50,000",2500,Unfurnished,4 bathrooms
AGENT,4,BHK,Apartment,Gahunje,"50,000",2500,Unfurnished,4 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,4,BHK,Apartment,Gahunje,"50,000",2500,Unfurnished,4 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,4,BHK,Apartment,Gahunje,"50,000",2500,Unfurnished,4 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,4,BHK,Apartment,Gahunje,"50,000",2500,Unfurnished,4 bathrooms
AGENT,4,BHK,Apartment,Gahunje,"50,000",2500,Unfurnished,4 bathrooms
AGENT,4,BHK,Apartment,Gahunje,"50,000",2500,Unfurnished,4 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,3,BHK,Apartment,Gahunje,"32,000",1800,Unfurnished,3 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,5,BHK,Apartment,Gahunje,1.8,4500,Unfurnished,5 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"7,000",700,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"7,000",700,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"7,000",700,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"7,000",700,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"7,000",700,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"7,000",700,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"7,000",700,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"7,000",700,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"7,000",700,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"7,000",700,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"8,500",620,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"8,500",620,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"8,500",620,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"8,500",620,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"8,500",620,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"8,500",620,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"8,500",620,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"8,500",620,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"8,500",620,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"8,500",620,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Wagholi,"7,000",700,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Wagholi,"13,500",1200,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Wagholi,"13,500",1200,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Wagholi,"13,500",1200,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Wagholi,"13,500",1200,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Wagholi,"13,500",1200,Unfurnished,2 bathrooms
