seller_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom
OWNER,1,BHK,Independent Floor,Manikonda,"13,000",900,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Apartment,Banjara Hills,"8,000",450,Unfurnished,1 bathrooms
OWNER,1,BHK,Independent House,Aminpur,"7,000",500,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Hitech City,"12,000",500,Furnished,1 bathrooms
OWNER,1,BHK,Independent Floor,Jubilee Hills,"8,000",391,Unfurnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Madhapur,"5,000",150,Unfurnished,2 bathrooms
OWNER,3,BHK,Apartment,Gachibowli,"38,000",2160,Semi-Furnished,3 bathrooms
OWNER,2,BHK,Independent House,Kukatpally,"25,000",1200,Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Independent Floor,Kukatpally,"6,300",900,Unfurnished,1 bathrooms
OWNER,1,BHK,Independent House,Hastinapuram,"5,500",500,Unfurnished,1 bathrooms
OWNER,1,BHK,Independent House,Madhapur,"10,000",340,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Independent House,Mehdipatnam,"15,000",1150,Semi-Furnished,1 bathrooms
OWNER,3,BHK,Apartment,Mehdipatnam,"14,000",1400,Unfurnished,3 bathrooms
OWNER,2,BHK,Independent House,Hyderabad Shah Guda,"9,500",1000,Unfurnished,2 bathrooms
OWNER,3,BHK,Apartment,Gachibowli,"27,000",1740,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Independent House,Aminpur,"10,000",1500,Unfurnished,2 bathrooms
OWNER,1,BHK,Apartment,Kukatpally,"12,000",500,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Independent House,LB Nagar,"8,000",600,Unfurnished,1 bathrooms
OWNER,3,BHK,Apartment,Shaikpet,"25,000",1610,Semi-Furnished,3 bathrooms
OWNER,6,BHK,Apartment,Moosapet,"35,000",2250,Semi-Furnished,3 bathrooms
OWNER,2,BHK,Independent House,LB Nagar,"11,500",1150,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Independent Floor,Syed Ali Guda,"17,000",1500,Semi-Furnished,3 bathrooms
OWNER,2,BHK,Independent Floor,Kothapet,"14,400",800,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Rani Gunj,"7,000",650,Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Suraram,"9,000",1000,Furnished,2 bathrooms
OWNER,6,BHK,Villa,Hitech City,1.5,3060,Furnished,
OWNER,2,BHK,Apartment,Hafeezpet,"14,000",1150,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Manikonda,"13,500",1410,Semi-Furnished,3 bathrooms
OWNER,2,BHK,Apartment,Sanath Nagar,"15,000",1000,Unfurnished,2 bathrooms
OWNER,2,BHK,Apartment,Banjara Hills,"17,000",1100,Unfurnished,3 bathrooms
OWNER,3,BHK,Apartment,Pocharam,"23,000",1652,Semi-Furnished,3 bathrooms
OWNER,2,BHK,Independent House,Kukatpally,"12,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Kukatpally,"18,000",1195,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Chandanagar,"20,000",1555,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Old Bowenpally,"18,000",1300,Semi-Furnished,2 bathrooms
OWNER,4,BHK,Apartment,Nizampet,"10,000",1232,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Gachibowli,"50,000",2100,Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Attapur,"27,000",1635,Semi-Furnished,3 bathrooms
OWNER,1,BHK,Independent House,Kadthal,"7,500",600,Semi-Furnished,
AGENT,3,BHK,Apartment,Abids,"16,500",1785,Semi-Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Manikonda,"29,500",1380,Semi-Furnished,3 bathrooms
OWNER,1,RK,Studio Apartment,Amberpet,"5,500",500,Unfurnished,
OWNER,2,BHK,Independent House,Nagaram Hyderabad South,"10,000",1500,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Manikonda,"16,500",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Miyapur,"15,000",1116,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Gachibowli,"23,000",1185,Semi-Furnished,2 bathrooms
OWNER,1,RK,Studio Apartment,West Marredpally,"10,000",300,Unfurnished,1 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
OWNER,3,BHK,Independent Floor,Kothapet,"20,000",2300,Semi-Furnished,3 bathrooms
OWNER,4,BHK,Apartment,Bandlaguda Jagir,"21,000",1550,Semi-Furnished,3 bathrooms
OWNER,1,RK,Studio Apartment,Saroornagar,"5,000",500,Semi-Furnished,1 bathrooms
OWNER,3,BHK,Apartment,Manikonda,"20,000",1450,Unfurnished,2 bathrooms
OWNER,2,BHK,Apartment,Nanakramguda,"21,000",1075,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Nanakramguda,"18,000",1030,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Old Bowenpally,"9,500",1000,Unfurnished,2 bathrooms
OWNER,2,BHK,Independent House,Manikonda,"26,000",1300,Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Kothapet,"18,000",1500,Semi-Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Puppalaguda,"24,000",1755,Semi-Furnished,3 bathrooms
OWNER,1,BHK,Apartment,Dilsukh Nagar,"8,000",700,Semi-Furnished,1 bathrooms
OWNER,3,BHK,Apartment,Chandanagar,"20,000",1500,Semi-Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Kondapur,"23,000",1350,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Independent Floor,Aminpur,"7,500",700,Semi-Furnished,1 bathrooms
OWNER,3,BHK,Apartment,Gachibowli,"22,000",1800,Unfurnished,2 bathrooms
OWNER,2,BHK,Independent House,Alwal,"14,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,BHEL,"10,000",1500,Unfurnished,1 bathrooms
OWNER,2,BHK,Apartment,Serilingampally,"13,000",1000,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Shaikpet,"11,000",800,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Shaikpet,"11,000",800,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Shaikpet,"11,000",800,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Kondapur,"22,000",1400,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Independent House,Gajularamaram,"6,500",1000,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Independent House,Gajularamaram,"6,500",1000,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Independent House,Gajularamaram,"6,500",1000,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Independent House,Gajularamaram,"6,500",1000,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kondapur,"17,000",900,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Kondapur,"22,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Kondapur,"22,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Kondapur,"22,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Kondapur,"22,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Kondapur,"22,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Kondapur,"22,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Kondapur,"22,000",1400,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Independent House,Gajularamaram,"7,000",160,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Apartment,Kondapur,"22,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Kondapur,"22,000",1400,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Begumpet,"13,000",1000,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Begumpet,"13,000",1000,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Begumpet,"13,000",1000,Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Begumpet,"15,000",1100,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Independent Floor,Kukatpally,"6,500",160,Unfurnished,1 bathrooms
OWNER,2,BHK,Independent House,Trimalgherry,"7,500",850,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Kukatpally,"15,000",1500,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Kukatpally,"15,000",1500,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Kukatpally,"15,000",1500,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Kukatpally,"15,000",1500,Semi-Furnished,2 bathrooms
OWNER,1,RK,Studio Apartment,Gachibowli,"8,000",200,Semi-Furnished,1 bathrooms
OWNER,3,BHK,Apartment,Gachibowli,"30,000",1300,Semi-Furnished,3 bathrooms
OWNER,1,BHK,Independent Floor,Manikonda,"13,000",900,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Independent Floor,Manikonda,"13,000",900,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Independent Floor,Manikonda,"15,500",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Manikonda,"15,500",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Manikonda,"15,500",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Manikonda,"15,500",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Manikonda,"15,500",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Manikonda,"15,500",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Manikonda,"15,500",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Manikonda,"15,500",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Manikonda,"15,500",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Manikonda,"15,500",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Manikonda,"15,500",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Manikonda,"15,500",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Manikonda,"15,500",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Manikonda,"15,500",1100,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Apartment,Banjara Hills,"8,000",450,Unfurnished,1 bathrooms
OWNER,2,BHK,Independent Floor,Banjara Hills,"11,000",1100,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Banjara Hills,"8,000",450,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Banjara Hills,"8,000",450,Unfurnished,1 bathrooms
OWNER,2,BHK,Independent Floor,Banjara Hills,"11,000",1100,Unfurnished,1 bathrooms
OWNER,2,BHK,Independent Floor,Banjara Hills,"11,000",1100,Unfurnished,1 bathrooms
OWNER,2,BHK,Independent Floor,Banjara Hills,"11,000",1100,Unfurnished,1 bathrooms
OWNER,2,BHK,Independent Floor,Banjara Hills,"11,000",1100,Unfurnished,1 bathrooms
OWNER,2,BHK,Independent Floor,Banjara Hills,"11,000",1100,Unfurnished,1 bathrooms
OWNER,2,BHK,Independent Floor,Banjara Hills,"11,000",1100,Unfurnished,1 bathrooms
OWNER,2,BHK,Independent Floor,Banjara Hills,"11,000",1100,Unfurnished,1 bathrooms
OWNER,5,BHK,Independent House,Banjara Hills,"60,000",1500,Furnished,4 bathrooms
OWNER,5,BHK,Independent House,Banjara Hills,"60,000",1500,Furnished,1 bathrooms
OWNER,3,BHK,Apartment,Gachibowli,"38,000",2160,Semi-Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Gachibowli,"38,000",2160,Semi-Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Gachibowli,"38,000",2160,Semi-Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Gachibowli,"38,000",2160,Semi-Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Gachibowli,"38,000",2160,Semi-Furnished,3 bathrooms
OWNER,3,BHK,Apartment,Gachibowli,"38,000",2160,Semi-Furnished,3 bathrooms
OWNER,1,BHK,Independent House,Aminpur,"7,000",550,Unfurnished,1 bathrooms
OWNER,1,BHK,Independent House,Aminpur,"7,000",550,Unfurnished,1 bathrooms
OWNER,1,BHK,Independent House,Aminpur,"7,000",550,Unfurnished,1 bathrooms
OWNER,1,BHK,Independent House,Aminpur,"7,000",550,Unfurnished,1 bathrooms
OWNER,1,BHK,Independent House,Aminpur,"7,000",550,Unfurnished,1 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"19,000",1400,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Independent House,Aminpur,"7,000",550,Unfurnished,1 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Kukatpally,"25,000",1200,Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Kukatpally,"25,000",1200,Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"19,000",1500,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Independent House,Kukatpally,"7,700",600,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Independent House,Kukatpally,"7,500",500,Semi-Furnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Amberpet,"5,500",350,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Kukatpally,"6,500",1000,Unfurnished,1 bathrooms
OWNER,2,BHK,Apartment,Old Bowenpally,"18,000",1300,Semi-Furnished,2 bathrooms
OWNER,4,BHK,Apartment,Quthbullapur,"13,000",1100,Unfurnished,2 bathrooms
AGENT,3,BHK,Apartment,Abids,"16,500",1785,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Abids,"16,500",1785,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Abids,"16,500",1785,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Abids,"16,500",1785,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Abids,"16,500",1785,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Abids,"16,500",1785,Semi-Furnished,3 bathrooms
OWNER,1,BHK,Apartment,Amberpet,"6,300",750,Unfurnished,1 bathrooms
OWNER,1,BHK,Independent House,Nallagandla Gachibowli,"12,000",1550,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Apartment,Serilingampally,"15,000",1080,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Serilingampally,"20,000",1080,Semi-Furnished,2 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Old Bowenpally,"35,000",2500,Semi-Furnished,4 bathrooms
OWNER,1,BHK,Independent Floor,Bapu Nagar,"7,000",200,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Gachibowli,"8,000",200,Unfurnished,1 bathrooms
OWNER,2,BHK,Apartment,Miyapur,"17,000",1248,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Adibatla,"7,000",1192,Unfurnished,2 bathrooms
OWNER,2,BHK,Apartment,Toli Chowki,"13,000",1000,Unfurnished,2 bathrooms
OWNER,2,BHK,Apartment,Kukatpally,"13,000",900,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Independent House,Gachibowli,"18,500",1375,Semi-Furnished,3 bathrooms
OWNER,2,BHK,Independent House,Nagole,"12,000",720,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Gachibowli,"20,000",1287,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Apartment,Gachibowli,"13,000",500,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Independent Floor,Shamshabad,"11,000",1100,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Mettuguda,"15,000",900,Unfurnished,2 bathrooms
OWNER,2,BHK,Apartment,Medchal,"8,500",1111,Unfurnished,2 bathrooms
OWNER,3,BHK,Apartment,Madhapur,"29,000",2000,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Gachibowli,"15,000",950,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Apartment,Manikonda,"17,000",1000,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Apartment,Manikonda,"12,000",550,Semi-Furnished,
OWNER,2,BHK,Independent House,Old Malakpet,"10,000",1100,Unfurnished,2 bathrooms
OWNER,2,BHK,Apartment,Nagole,"12,000",1139,Semi-Furnished,3 bathrooms
OWNER,2,BHK,Independent Floor,Kothapet,"12,800",800,Semi-Furnished,
OWNER,3,BHK,Apartment,Kondapur,"22,000",1850,Semi-Furnished,3 bathrooms
OWNER,1,BHK,Independent Floor,Boduppal,"6,500",800,Semi-Furnished,1 bathrooms
OWNER,4,BHK,Independent Floor,Alwal,"11,000",1400,Semi-Furnished,2 bathrooms
OWNER,1,RK,Studio Apartment,Banjara Hills,"12,500",600,Unfurnished,1 bathrooms
OWNER,2,BHK,Apartment,Miyapur,"19,000",1260,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Vijaya Nagar Colony,"15,000",1200,Unfurnished,2 bathrooms
OWNER,2,BHK,Independent House,Miyapur,"14,000",1200,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Chandanagar,"10,000",900,Unfurnished,2 bathrooms
OWNER,3,BHK,Apartment,Gachibowli,"40,000",2075,Semi-Furnished,3 bathrooms
OWNER,3,BHK,Independent Floor,Madhura Nagar,"38,000",2100,Semi-Furnished,3 bathrooms
OWNER,2,BHK,Apartment,Kondapur,"21,000",1375,Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Kondapur,"21,000",1355,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Independent Floor,Jagadgiri Gutta,"7,000",1000,Unfurnished,1 bathrooms
OWNER,3,BHK,Independent House,Rasoolpura,"30,000",3500,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Narapally,"9,000",1200,Furnished,2 bathrooms
OWNER,3,BHK,Independent House,Yapral,"26,500",2200,Semi-Furnished,4 bathrooms
