seller_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom
AGENT,4,BHK,Apartment,Thaltej,"90,000",3350,Furnished,4 bathrooms
AGENT,2,BHK,Apartment,Naranpuraa,"23,000",1404,Furnished,1 bathrooms
AGENT,3,BHK,Apartment,Thaltej,"30,000",1650,Unfurnished,2 bathrooms
AGENT,3,BHK,Apartment,Vastrapur,"32,000",1845,Unfurnished,3 bathrooms
AGENT,2,BHK,Apartment,Jagatpur,"11,500",1150,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Bodakdev,"26,000",1080,Furnished,2 bathrooms
AGENT,3,BHK,Independent House,Motera,"18,000",1800,Furnished,4 bathrooms
AGENT,3,BHK,Apartment,Jodhpur,"35,000",2350,Semi-Furnished,1 bathrooms
AGENT,3,BHK,Apartment,Vastrapur,"40,000",1665,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Bopal,"29,000",1440,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Chandkheda,"25,000",1305,Furnished,2 bathrooms
AGENT,1,BHK,Apartment,Bodakdev,"14,000",900,Semi-Furnished,1 bathrooms
AGENT,3,BHK,Apartment,Bopal,"20,500",1783,Semi-Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Bopal,"26,000",1500,Furnished,2 bathrooms
AGENT,1,BHK,Apartment,Ambavadi,"11,000",1170,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Shrinand Nagar,"11,000",690,Semi-Furnished,1 bathrooms
AGENT,1,BHK,Apartment,Shela,"8,500",646,Unfurnished,1 bathrooms
AGENT,3,BHK,Apartment,Prahlad Nagar,"33,000",1750,Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Ambavadi,"16,000",750,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Ambavadi,"25,000",1125,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Navrangpura,"28,000",1800,Unfurnished,3 bathrooms
AGENT,3,BHK,Villa,Bopal,"20,000",2300,Unfurnished,3 bathrooms
AGENT,2,BHK,Independent House,Makarba,"20,000",2700,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Science City,"30,000",2115,Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Satlasana,"22,000",1100,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Thaltej,"56,000",2300,Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Bopal,"30,000",2070,Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Jodhpur,"18,000",1820,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Bopal,"20,000",1600,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Bopal,"35,000",1950,Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Vastrapur,"25,000",1200,Semi-Furnished,2 bathrooms
AGENT,4,BHK,Apartment,Near Vaishno Devi Circle On SG Highway,"43,000",3250,Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Paldi,"15,000",1000,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Vejalpur,"16,000",1350,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Makarba,"42,000",1800,Furnished,3 bathrooms
AGENT,1,BHK,Independent House,Navrangpura,"9,500",1250,Furnished,1 bathrooms
AGENT,2,BHK,Independent House,Satellite,"15,000",1355,Semi-Furnished,1 bathrooms
AGENT,2,BHK,Apartment,Makarba,"18,000",1100,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Juhapura,"8,000",1000,Unfurnished,2 bathrooms
AGENT,4,BHK,Apartment,Shela,"45,000",2300,Furnished,4 bathrooms
AGENT,4,BHK,Independent House,Thaltej,"70,000",3000,Furnished,4 bathrooms
AGENT,5,BHK,Independent House,Shela,"35,000",3600,Semi-Furnished,5 bathrooms
AGENT,2,BHK,Villa,Paldi,"35,000",2000,Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Naranpuraa,"15,000",1200,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bopal,"12,000",1000,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"22,000",1250,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Thaltej,"27,000",1850,Semi-Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Bopal,"26,000",1290,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Prahlad Nagar,"28,000",1881,Semi-Furnished,3 bathrooms
OWNER,2,BHK,Independent House,Sanand,"13,000",1245,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Sanand,"13,000",1285,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Villa,Moraiya,"25,000",2400,Unfurnished,3 bathrooms
OWNER,2,BHK,Apartment,Shahibuag,"13,000",1126,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Shilaj,"18,000",1305,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Shilaj,"16,000",1200,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Makarba,"18,000",1557,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Memnagar,"31,000",1508,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Jodhpur,"20,000",2250,Semi-Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Bopal,"16,500",1296,Semi-Furnished,2 bathrooms
AGENT,4,BHK,Apartment,Bopal,"45,000",2300,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Bopal,"60,000",3200,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Bopal,"36,000",1201,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Bopal,"23,000",1433,Semi-Furnished,2 bathrooms
AGENT,4,BHK,Apartment,Bopal,"60,000",2905,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Shilaj,"18,000",1500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Gota,"19,000",1800,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Bopal,"28,000",2025,Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Bopal,"25,000",1260,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bopal,"17,500",1200,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Villa,Bopal,"24,000",1700,Semi-Furnished,3 bathrooms
AGENT,5,BHK,Independent House,Bopal,"35,000",2700,Semi-Furnished,4 bathrooms
AGENT,3,BHK,Apartment,Bopal,"19,000",1500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Bopal,"25,000",2250,Unfurnished,3 bathrooms
AGENT,3,BHK,Apartment,Jodhpur,"25,000",1800,Semi-Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Shela,"16,000",1140,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Shela,"17,500",1250,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Bopal,"18,000",1440,Semi-Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Jodhpur,"55,000",1800,Furnished,3 bathrooms
OWNER,2,BHK,Independent Floor,Nava Naroda,"6,500",900,Semi-Furnished,
OWNER,2,BHK,Independent Floor,Nava Naroda,"6,600",900,Semi-Furnished,
AGENT,2,BHK,Apartment,Jodhpur Village,"25,000",1250,Furnished,1 bathrooms
AGENT,2,BHK,Apartment,Jodhpur Village,"25,000",1250,Furnished,1 bathrooms
AGENT,2,BHK,Apartment,Bopal,"16,500",1180,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bopal,"16,500",1180,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bopal,"16,500",1180,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bopal,"16,500",1180,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bopal,"16,500",1180,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bopal,"16,500",1180,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bopal,"16,500",1180,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bopal,"16,500",1180,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bopal,"16,500",1180,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Jodhpur Village,"25,000",1250,Furnished,1 bathrooms
AGENT,2,BHK,Apartment,Jodhpur Village,"25,000",1250,Furnished,1 bathrooms
AGENT,2,BHK,Apartment,Jodhpur Village,"25,000",1250,Furnished,1 bathrooms
AGENT,2,BHK,Apartment,Bopal,"16,500",1180,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bopal,"16,500",1180,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Jodhpur Village,"25,000",1250,Furnished,1 bathrooms
AGENT,2,BHK,Apartment,Jodhpur Village,"25,000",1250,Furnished,1 bathrooms
OWNER,2,BHK,Apartment,Vatva,"13,000",1200,Furnished,2 bathrooms
AGENT,5,BHK,Apartment,Science City,"70,000",2700,Semi-Furnished,5 bathrooms
AGENT,4,BHK,Independent House,Thaltej,"45,000",2250,Furnished,4 bathrooms
AGENT,2,BHK,Apartment,Satellite,"25,000",1450,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"25,000",1450,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"25,000",1450,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"25,000",1450,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"25,000",1450,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"25,000",1450,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"25,000",1450,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"25,000",1450,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"25,000",1450,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"25,000",1450,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"25,000",1450,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"25,000",1450,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"25,000",1450,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"25,000",1450,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Chandkheda,"12,500",1044,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Chandkheda,"12,500",1044,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Chandkheda,"12,500",1044,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Chandkheda,"12,500",1044,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Chandkheda,"12,500",1044,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Chandkheda,"12,500",1044,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Chandkheda,"12,500",1044,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Chandkheda,"12,500",1044,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Bodakdev,"12,000",810,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Bodakdev,"12,000",810,Unfurnished,2 bathrooms
AGENT,4,BHK,Apartment,Bodakdev,"70,000",2700,Furnished,4 bathrooms
AGENT,3,BHK,Apartment,Shela,"16,500",1450,Unfurnished,3 bathrooms
AGENT,4,BHK,Apartment,Bodakdev,"70,000",2700,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Bodakdev,"70,000",2700,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Bodakdev,"70,000",2700,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Bodakdev,"70,000",2700,Furnished,4 bathrooms
AGENT,3,BHK,Apartment,Bopal,"38,000",1985,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Bopal,"38,000",1985,Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Thaltej,"16,000",1170,Unfurnished,2 bathrooms
AGENT,3,BHK,Apartment,Shela,"16,500",1450,Unfurnished,3 bathrooms
AGENT,4,BHK,Apartment,Bodakdev,"70,000",2700,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Bodakdev,"70,000",2700,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Bodakdev,"70,000",2700,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Bodakdev,"70,000",2700,Furnished,4 bathrooms
AGENT,3,BHK,Apartment,Bopal,"38,000",1985,Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Thaltej,"16,000",1170,Unfurnished,2 bathrooms
AGENT,3,BHK,Apartment,Thaltej,"25,000",2250,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Thaltej,"25,000",2250,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Bodakdev,"35,000",2100,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Bodakdev,"35,000",2100,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Bodakdev,"35,000",2100,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Bodakdev,"35,000",2100,Semi-Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,000",1250,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,000",1256,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,000",1256,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"14,000",1255,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"14,000",1231,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"14,000",1231,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"13,000",1263,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"13,000",1263,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"13,500",1280,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"13,000",1263,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,000",1243,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"13,000",1260,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,000",1243,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,500",1280,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"18,000",1290,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"18,000",1290,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"18,000",1290,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"18,000",1290,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"11,000",1190,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"18,000",1290,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"15,000",1240,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"14,000",1255,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"11,500",1230,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"14,500",1260,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"15,500",1250,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"16,000",1220,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"16,000",1220,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Satellite,"10,000",700,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"11,000",1190,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"16,000",1220,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"15,500",1250,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Satellite,"11,000",650,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"15,500",1250,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Satellite,"9,000",654,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"15,500",1250,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Satellite,"10,000",700,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"15,000",1240,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"15,000",1240,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"15,000",1240,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"15,000",1240,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"14,500",1260,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"11,000",1190,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"14,500",1260,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"14,500",1260,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"11,500",1230,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"14,500",1260,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,500",1280,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"14,000",1255,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"14,000",1255,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"14,000",1255,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"14,000",1255,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"13,500",1280,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"13,500",1280,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"13,500",1280,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"13,500",1280,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"13,000",1260,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"13,000",1260,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,500",1280,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,500",1280,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,500",1280,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,500",1280,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,000",1250,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,000",1250,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Satellite,"11,000",650,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Prahlad Nagar,"11,000",1265,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Prahlad Nagar,"11,000",1265,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,000",1256,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,000",1256,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Prahlad Nagar,"11,000",1265,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Prahlad Nagar,"11,000",660,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Prahlad Nagar,"11,000",660,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Prahlad Nagar,"11,000",660,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"13,000",1263,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Prahlad Nagar,"10,000",700,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Prahlad Nagar,"10,000",700,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Prahlad Nagar,"10,000",700,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Prahlad Nagar,"10,000",700,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Prahlad Nagar,"9,000",650,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Prahlad Nagar,"9,000",650,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,000",1243,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,000",1256,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"14,000",1231,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"14,500",1260,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"12,000",1250,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Satellite,"9,000",654,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"11,500",1230,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"11,500",1230,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Prahlad Nagar,"11,000",660,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Prahlad Nagar,"11,500",1250,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Prahlad Nagar,"14,000",1256,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Satellite,"13,000",1288,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Prahlad Nagar,"14,000",1256,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Prahlad Nagar,"14,000",1256,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Prahlad Nagar,"12,000",1240,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Prahlad Nagar,"14,000",1256,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Prahlad Nagar,"12,500",1270,Unfurnished,2 bathrooms
