seller_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom
OWNER,1,BHK,Apartment,Gariahat,"7,560",504,Semi-Furnished,1 bathrooms
OWNER,3,BHK,Independent House,Tollygunge,"16,000",1100,Furnished,1 bathrooms
OWNER,3,BHK,Apartment,Ward No 113,"8,000",1357,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Shibpur,"13,000",680,Unfurnished,1 bathrooms
OWNER,3,BHK,Apartment,Dum Dum,"16,000",1340,Semi-Furnished,2 bathrooms
OWNER,1,BHK,Apartment,Howrah Railway Station,"10,500",500,Unfurnished,1 bathrooms
OWNER,2,BHK,Independent House,Shibpur,"7,000",400,Unfurnished,1 bathrooms
OWNER,1,BHK,Independent House,Kaikhali,"6,500",1000,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Apartment,Dum Dum,"15,000",760,Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Joka,"8,500",600,Unfurnished,1 bathrooms
OWNER,3,BHK,Independent House,Behala,"18,000",1200,Unfurnished,1 bathrooms
OWNER,2,BHK,Apartment,New Town,"14,000",600,Unfurnished,2 bathrooms
OWNER,2,BHK,Apartment,New Town,"12,000",724,Unfurnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Sector 22,"20,000",1450,Semi-Furnished,2 bathrooms
OWNER,1,RK,Studio Apartment,Sodepur,"2,500",250,Furnished,1 bathrooms
OWNER,1,BHK,Independent Floor,birati,"5,000",500,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,New Alipore,"14,000",420,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Independent House,Lake Gardens,"12,000",750,Unfurnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Shibpur,"30,000",1200,Unfurnished,2 bathrooms
OWNER,1,RK,Studio Apartment,Bansdroni,"6,400",300,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Independent House,Shibpur,"12,000",750,Unfurnished,1 bathrooms
OWNER,3,BHK,Apartment,Rajarhat,"17,500",1156,Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Kasba,"15,000",950,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Independent House,Salt Lake City,"50,000",1600,Unfurnished,2 bathrooms
OWNER,2,BHK,Apartment,New Town,"12,000",910,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,New Town,"17,000",1000,Unfurnished,2 bathrooms
OWNER,2,BHK,Apartment,New Town,"6,000",967,Unfurnished,2 bathrooms
OWNER,1,BHK,Independent House,Ichhapur Defence Estate,"6,000",1440,Unfurnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Uttarpara Kotrung,"5,500",475,Unfurnished,1 bathrooms
AGENT,2,BHK,Independent House,Sector 25,"14,000",1500,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Keshtopur,"9,500",700,Unfurnished,1 bathrooms
AGENT,3,BHK,Apartment,Jadavpur,"55,000",1600,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,New Town,"23,000",1300,Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Sodepur,"6,000",600,Unfurnished,1 bathrooms
OWNER,2,BHK,Independent Floor,Sodepur,"6,000",600,Unfurnished,1 bathrooms
OWNER,2,BHK,Independent Floor,Sodepur,"6,000",600,Unfurnished,1 bathrooms
OWNER,1,RK,Studio Apartment,Sector 22,"6,500",350,Semi-Furnished,1 bathrooms
OWNER,3,BHK,Independent Floor,Salt Lake City,"27,500",1250,Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Mukundapur,"12,000",700,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Apartment,Nayabad,"12,000",1000,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Apartment,Salt Lake City,"24,500",1600,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bansdroni,"12,000",550,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Bansdroni,"12,000",550,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Bansdroni,"12,000",550,Unfurnished,2 bathrooms
AGENT,2,BHK,Independent Floor,Santragachi,"11,000",800,Unfurnished,2 bathrooms
AGENT,2,BHK,Independent Floor,Santragachi,"11,000",800,Unfurnished,2 bathrooms
AGENT,2,BHK,Independent Floor,Santragachi,"11,000",800,Unfurnished,2 bathrooms
AGENT,2,BHK,Independent Floor,Santragachi,"11,000",800,Unfurnished,2 bathrooms
AGENT,2,BHK,Independent Floor,Santragachi,"11,000",800,Unfurnished,2 bathrooms
AGENT,2,BHK,Independent Floor,Santragachi,"11,000",800,Unfurnished,2 bathrooms
AGENT,2,BHK,Independent Floor,Santragachi,"11,000",800,Unfurnished,2 bathrooms
AGENT,2,BHK,Independent Floor,Santragachi,"11,000",800,Unfurnished,2 bathrooms
AGENT,2,BHK,Independent Floor,Santragachi,"11,000",800,Unfurnished,2 bathrooms
OWNER,1,BHK,Independent House,Mukundapur,"10,000",700,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Apartment,Sodepur,"10,000",650,Unfurnished,1 bathrooms
OWNER,3,BHK,Independent Floor,Rajarhat,"20,000",1449,Unfurnished,
OWNER,2,BHK,Apartment,Kasba,"14,000",1000,Unfurnished,
OWNER,2,BHK,Apartment,Agarpara,"9,000",750,Unfurnished,2 bathrooms
OWNER,1,BHK,Independent Floor,Beliaghata,"10,500",600,Unfurnished,1 bathrooms
OWNER,3,BHK,Independent House,Shibpur,"8,000",850,Unfurnished,1 bathrooms
OWNER,2,BHK,Apartment,birati,"8,000",1040,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Uluberia,"8,000",800,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Howrah Railway Station,"8,500",700,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Shibpur,"8,500",750,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Shibpur,"10,000",700,Unfurnished,
OWNER,1,RK,Studio Apartment,Sector 22,"9,500",150,Furnished,1 bathrooms
OWNER,3,BHK,Apartment,Konnagar,"10,000",1174,Semi-Furnished,2 bathrooms
OWNER,1,RK,Studio Apartment,Bansdroni,"4,500",200,Furnished,1 bathrooms
OWNER,2,BHK,Apartment,Shibpur,"12,000",700,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,Sodepur,"6,000",600,Unfurnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Garia,"10,000",780,Unfurnished,1 bathrooms
OWNER,1,BHK,Apartment,south dum dum,"15,000",715,Furnished,2 bathrooms
OWNER,1,BHK,Independent House,birati,"5,000",500,Unfurnished,1 bathrooms
OWNER,2,BHK,Independent Floor,Salt Lake City,"13,500",900,Unfurnished,1 bathrooms
OWNER,1,BHK,Independent House,birati,"5,000",500,Unfurnished,1 bathrooms
OWNER,1,BHK,Independent Floor,Garia,"9,000",550,Semi-Furnished,1 bathrooms
OWNER,2,BHK,Independent House,Mukundapur,"12,000",700,Semi-Furnished,1 bathrooms
OWNER,3,BHK,Apartment,Tollygunge,"10,000",650,Unfurnished,
OWNER,2,BHK,Apartment,Shibpur,"12,000",700,Unfurnished,1 bathrooms
OWNER,2,BHK,Independent House,Shibpur,"10,000",700,Unfurnished,
OWNER,1,RK,Studio Apartment,Sector 22,"9,500",150,Furnished,1 bathrooms
OWNER,3,BHK,Apartment,Konnagar,"10,000",1174,Semi-Furnished,2 bathrooms
OWNER,3,BHK,Independent Floor,Santoshpur,"18,000",1190,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Apartment,Howrah Railway Station,"8,500",700,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent Floor,Shibpur,"8,500",750,Semi-Furnished,2 bathrooms
OWNER,2,BHK,Independent House,Tollygunge,"16,000",1000,Furnished,1 bathrooms
AGENT,2,BHK,Apartment,Bhowanipore,"28,000",1020,Furnished,2 bathrooms
AGENT,2,BHK,Independent House,Sector 25,"14,000",1500,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Keshtopur,"9,500",700,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Keshtopur,"9,500",700,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Keshtopur,"9,500",700,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Keshtopur,"9,500",700,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Keshtopur,"9,500",700,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Keshtopur,"9,500",700,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Keshtopur,"9,500",700,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Keshtopur,"9,500",700,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Keshtopur,"9,500",700,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Keshtopur,"9,500",700,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Keshtopur,"9,500",700,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Keshtopur,"9,500",700,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Keshtopur,"9,500",700,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Keshtopur,"9,500",700,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Bhowanipore,"20,000",725,Semi-Furnished,1 bathrooms
AGENT,2,BHK,Apartment,Bhowanipore,"25,000",920,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Bhowanipore,"28,000",1320,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bhowanipore,"20,000",920,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Bhowanipore,"16,000",780,Semi-Furnished,1 bathrooms
AGENT,1,BHK,Independent House,Keshtopur,"6,500",430,Unfurnished,1 bathrooms
AGENT,1,BHK,Independent House,Keshtopur,"6,500",430,Unfurnished,1 bathrooms
AGENT,1,BHK,Independent House,Keshtopur,"6,500",430,Unfurnished,1 bathrooms
AGENT,1,BHK,Independent House,Keshtopur,"6,500",430,Unfurnished,1 bathrooms
AGENT,1,BHK,Independent House,Keshtopur,"6,500",430,Unfurnished,1 bathrooms
AGENT,1,BHK,Independent House,Keshtopur,"6,500",430,Unfurnished,1 bathrooms
AGENT,1,BHK,Independent House,Keshtopur,"6,500",430,Unfurnished,1 bathrooms
AGENT,1,BHK,Independent House,Keshtopur,"6,500",430,Unfurnished,1 bathrooms
AGENT,1,BHK,Independent House,Keshtopur,"6,500",430,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,New Town,"16,000",1350,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,New Town,"14,000",900,Unfurnished,2 bathrooms
AGENT,3,BHK,Apartment,New Town,"16,000",1350,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Apartment,New Town,"24,000",1300,Furnished,2 bathrooms
AGENT,1,BHK,Apartment,Keshtopur,"7,500",470,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Bhowanipore,"18,000",850,Unfurnished,2 bathrooms
AGENT,3,BHK,Apartment,Bhawanipur,"45,000",1400,Semi-Furnished,2 bathrooms
AGENT,4,BHK,Apartment,Bhawanipur,"50,000",1800,Unfurnished,3 bathrooms
AGENT,3,BHK,Apartment,Topsia,"22,000",1450,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Topsia,"22,000",1450,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Topsia,"22,000",1450,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Topsia,"22,000",1450,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Topsia,"22,000",1450,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Topsia,"22,000",1450,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Topsia,"22,000",1450,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Topsia,"22,000",1450,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Topsia,"22,000",1450,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Topsia,"22,000",1450,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Topsia,"22,000",1450,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"20,000",1785,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"20,000",1785,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"16,500",1790,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"16,500",1790,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"16,500",1790,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"20,000",1785,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"20,000",1785,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"20,000",1785,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"25,500",1770,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"25,500",1770,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"25,500",1770,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"24,500",1760,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"24,500",1760,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"24,500",1760,Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Rajarhat,"23,500",1298,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Rajarhat,"23,500",1298,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Rajarhat,"23,500",1298,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"24,500",1760,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"25,500",1770,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"24,500",1760,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"24,500",1760,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"24,500",1760,Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Rajarhat,"23,500",1298,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Rajarhat,"23,500",1298,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Rajarhat,"23,500",1298,Furnished,2 bathrooms
AGENT,1,RK,Studio Apartment,Ganguly Bagan,"8,000",700,Semi-Furnished,1 bathrooms
AGENT,1,RK,Studio Apartment,Ganguly Bagan,"8,000",700,Semi-Furnished,1 bathrooms
AGENT,1,RK,Studio Apartment,Ganguly Bagan,"8,000",700,Semi-Furnished,1 bathrooms
AGENT,1,RK,Studio Apartment,Ganguly Bagan,"8,000",700,Semi-Furnished,1 bathrooms
AGENT,1,RK,Studio Apartment,Ganguly Bagan,"8,000",700,Semi-Furnished,1 bathrooms
AGENT,1,RK,Studio Apartment,Ganguly Bagan,"8,000",700,Semi-Furnished,1 bathrooms
AGENT,1,RK,Studio Apartment,Ganguly Bagan,"8,000",700,Semi-Furnished,1 bathrooms
AGENT,1,RK,Studio Apartment,Ganguly Bagan,"8,000",700,Semi-Furnished,1 bathrooms
AGENT,1,RK,Studio Apartment,Ganguly Bagan,"8,000",700,Semi-Furnished,1 bathrooms
AGENT,1,RK,Studio Apartment,Ganguly Bagan,"8,000",700,Semi-Furnished,1 bathrooms
AGENT,1,RK,Studio Apartment,Ganguly Bagan,"8,000",700,Semi-Furnished,1 bathrooms
AGENT,2,BHK,Apartment,Behala,"16,500",1755,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Behala,"16,500",1755,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Behala,"16,500",1755,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Behala,"16,500",1755,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"15,500",1750,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"15,500",1750,Semi-Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Behala,"15,000",1270,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"15,500",1750,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"15,500",1750,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Rajarhat,"15,500",1750,Semi-Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Behala,"16,500",1755,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Behala,"16,500",1755,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Jadavpur,"13,000",750,Unfurnished,2 bathrooms
AGENT,3,BHK,Apartment,Garia,"14,000",1200,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Mukundapur,"22,000",1020,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Mukundapur,"22,000",1020,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Mukundapur,"22,000",1020,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Mukundapur,"22,000",1020,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Mukundapur,"22,000",1020,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Mukundapur,"22,000",1020,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Mukundapur,"22,000",1020,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Mukundapur,"22,000",1020,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Mukundapur,"22,000",1020,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Mukundapur,"22,000",1020,Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Mukundapur,"22,000",1020,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Salt Lake City,"40,000",1550,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Shibpur,"20,000",1200,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Howrah,"27,000",1460,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Howrah,"25,000",1100,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Shibpur,"12,000",725,Semi-Furnished,1 bathrooms
AGENT,2,BHK,Apartment,Howrah,"23,000",1170,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Shibpur,"13,000",1100,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Howrah,"23,000",1170,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Shibpur,"14,000",1200,Semi-Furnished,2 bathrooms
AGENT,4,BHK,Apartment,Howrah,"35,000",1780,Semi-Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Shibpur,"12,000",1100,Semi-Furnished,2 bathrooms
AGENT,5,BHK,Independent House,New Alipore,5,7174,Semi-Furnished,5 bathrooms
AGENT,3,BHK,Apartment,Howrah,"20,000",1300,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bhowanipore,"18,000",940,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Kasba,"14,000",1012,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Kasba,"14,000",1012,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Bramhapur,"10,000",750,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Bansdroni,"13,000",850,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Bansdroni,"13,000",850,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Bramhapur,"6,000",400,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Bramhapur,"7,000",450,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Bansdroni,"13,000",850,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Bramhapur,"7,000",450,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Bramhapur,"7,500",450,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Bramhapur,"10,000",750,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Bramhapur,"7,500",450,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Bansdroni,"13,000",850,Unfurnished,2 bathrooms
AGENT,1,BHK,Apartment,Bramhapur,"6,000",400,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Bramhapur,"6,000",400,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Bramhapur,"6,000",400,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Bramhapur,"10,000",750,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Bramhapur,"12,500",800,Semi-Furnished,2 bathrooms
AGENT,1,BHK,Apartment,Bramhapur,"7,000",450,Unfurnished,1 bathrooms
AGENT,1,BHK,Apartment,Bramhapur,"7,500",450,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Bramhapur,"12,500",800,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bramhapur,"11,000",750,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Bramhapur,"12,500",800,Semi-Furnished,2 bathrooms
AGENT,1,BHK,Apartment,Bramhapur,"7,500",450,Unfurnished,1 bathrooms
AGENT,2,BHK,Apartment,Bramhapur,"11,000",750,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Bramhapur,"11,000",750,Unfurnished,2 bathrooms
AGENT,2,BHK,Apartment,Bramhapur,"12,500",800,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bramhapur,"12,500",800,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Bramhapur,"12,500",800,Semi-Furnished,2 bathrooms
