seller_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom
OWNER,1,BHK,Independent Floor,Ramavaram,"7,000",600,Unfurnished,1 bathrooms
OWNER,1,BHK,Independent Floor,Ramavaram,"7,000",600,Unfurnished,1 bathrooms
OWNER,1,BHK,Independent Floor,Ramavaram,"7,000",600,Unfurnished,1 bathrooms
OWNER,1,BHK,Independent Floor,Ramavaram,"6,500",600,Unfurnished,1 bathrooms
OWNER,1,BHK,Independent Floor,Kolathur,"6,500",650,Unfurnished,1 bathrooms
AGENT,3,BHK,Apartment,Besant Nagar,"80,000",2000,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Adyar,"45,000",1952,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Adyar,"40,000",1751,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Adyar,"40,000",1750,Semi-Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Adyar,"34,000",1351,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Adyar,"34,000",1350,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Villa,Besant Nagar,"70,000",1801,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Villa,Besant Nagar,"70,000",1800,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Thiruvanmiyur,"35,000",1451,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Thiruvanmiyur,"35,000",1451,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Adyar,"36,000",1351,Semi-Furnished,2 bathrooms
AGENT,2,BHK,Apartment,Adyar,"36,000",1350,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Apartment,Besant Nagar,"60,000",1900,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Besant Nagar,"60,000",1901,Semi-Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Nandanam,"85,000",2750,Semi-Furnished,4 bathrooms
AGENT,3,BHK,Apartment,Adyar,"40,000",2101,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Adyar,"40,000",2100,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Thiruvanmiyur,"45,000",1851,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Thiruvanmiyur,"45,000",1850,Semi-Furnished,3 bathrooms
OWNER,1,RK,Studio Apartment,Arumbakkam,"5,000",350,Unfurnished,1 bathrooms
OWNER,3,BHK,Independent House,Chetpet,"30,000",1800,Unfurnished,2 bathrooms
OWNER,2,BHK,Independent House,Purasawalkam,"14,000",500,Unfurnished,1 bathrooms
AGENT,3,BHK,Apartment,Thiruvanmiyur,"45,000",1851,Semi-Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3255,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3255,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3255,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Teynampet,1.1,3000,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Teynampet,1.1,3000,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Teynampet,1.1,3000,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Teynampet,1.1,3000,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Teynampet,1.1,3000,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Teynampet,1.1,3000,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Teynampet,1.1,3000,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Teynampet,1.1,3000,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Teynampet,1.1,3000,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Teynampet,1.1,3000,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Teynampet,1.1,3000,Semi-Furnished,4 bathrooms
OWNER,5,BHK,Independent House,Kovalam,"75,000",4000,Furnished,
AGENT,3,BHK,Apartment,Thiruvanmiyur,"38,000",1650,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Mahabalipuram,"65,000",2500,Furnished,3 bathrooms
OWNER,1,BHK,Independent House,Anna Nagar West Extension,"6,500",500,Semi-Furnished,1 bathrooms
OWNER,1,BHK,Independent Floor,Annanagar West,"6,000",350,Semi-Furnished,
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,Pallavan Nagar,1.1,3300,Furnished,3 bathrooms
AGENT,2,BHK,Apartment,Adyar,"40,000",1500,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Independent House,Adyar,"48,000",1850,Semi-Furnished,3 bathrooms
OWNER,2,BHK,Independent Floor,Madambakkam,"15,000",1260,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent Floor,Abiramapuram,"80,000",1850,Semi-Furnished,3 bathrooms
OWNER,3,BHK,Independent Floor,Neelankarai,"32,000",2000,Semi-Furnished,3 bathrooms
OWNER,2,BHK,Apartment,Medavakkam,"9,000",750,Semi-Furnished,2 bathrooms
AGENT,3,BHK,Independent House,Kottivakkam,"40,000",2400,Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Kottivakkam,"40,000",2400,Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Kottivakkam,"40,000",2400,Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Kottivakkam,"40,000",2400,Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Kottivakkam,"40,000",2400,Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Kottivakkam,"40,000",2400,Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Kottivakkam,"40,000",2400,Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Kottivakkam,"40,000",2400,Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Kottivakkam,"40,000",2400,Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Kottivakkam,"40,000",2400,Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Kottivakkam,"40,000",2400,Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Kottivakkam,"40,000",2400,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Nungambakkam,1.15,2500,Semi-Furnished,4 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Nungambakkam,1.15,2500,Semi-Furnished,4 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Nungambakkam,1.15,2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Nungambakkam,1.15,2500,Semi-Furnished,4 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Nungambakkam,1.15,2500,Semi-Furnished,4 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Nungambakkam,1.15,2500,Semi-Furnished,4 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3225,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3225,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3225,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3225,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3225,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3225,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3225,Furnished,4 bathrooms
AGENT,2,BHK,Apartment,Egmore,"38,000",1100,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Nungambakkam,1.15,2500,Semi-Furnished,4 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Nungambakkam,1.15,2500,Semi-Furnished,4 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,3,BHK,Independent House,Nungambakkam,1.12,3500,Semi-Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3225,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3225,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3225,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3225,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3225,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3225,Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Raja Annamalai Puram,2.4,3225,Furnished,4 bathrooms
AGENT,2,BHK,Apartment,Egmore,"38,000",1100,Furnished,2 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Nungambakkam,1.15,2500,Semi-Furnished,4 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Nungambakkam,1.15,2500,Semi-Furnished,4 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,4,BHK,Apartment,Nungambakkam,1.15,2500,Semi-Furnished,4 bathrooms
AGENT,4,BHK,Apartment,Nungambakkam,1.15,2500,Semi-Furnished,4 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
AGENT,3,BHK,Apartment,T Nagar,"95,000",2223,Furnished,3 bathrooms
